Curso,Nivel,Codigo,Genero,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion,Valoracion_ingenierias,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
INTELIGENCIA ARTIFICIAL,SENIOR,311077,Chico,Muy bien,9,9,Muy buena,Buena,Buena,Muy bien,Sí,Ingeniero Industrial,Muy buena,Bien,Sí,Sí,8,Las amistades,Madrugar,,5,5,5,2,1,4,5,3,4,4,5,5,5,5,4,5,4,5,1,5,4
INTELIGENCIA ARTIFICIAL,SENIOR,312047,Chico,Regular,10,10,Muy buena,Muy buena,Muy buena,Bien,No sé,Nose,Buena,Bien,Sí,No,9,El pedro la cris la choni y el santi,Nada,Poca cosa,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,512090,Chica,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,No,Algo relacionado con la economia y el derecho,Buena,Bien,Sí,Sí,9,Programar,la teoría,Nada :),3,2,4,3,4,3,2,1,4,4,5,3,2,4,5,2,4,4,3,5,4
INTELIGENCIA ARTIFICIAL,SENIOR,606472,Chico,Muy bien,10,9,Buena,Muy buena,Buena,Muy bien,Sí,Alguna Ingeniería,Muy buena,Bien,Sí,Sí,9,Programar con Python y Scratch,nada,nada,5,5,5,1,1,4,5,4,5,4,4,5,5,4,2,4,4,4,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,607816,Chico,Bien,10,10,Buena,Muy buena,Buena,Muy bien,Sí,No se,Buena,Muy bien,Sí,Sí,9,La forma en que las profes explicaban todo y te lo hacian entender super fácil y además de forma practica y divertida,despertarse a las 7,hacer mas python,5,4,4,1,2,4,4,4,5,2,3,4,4,4,3,3,3,4,1,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,611459,Chica,Bien,10,10,Buena,Muy buena,Regular,Muy bien,Sí,Me gustaría estudiar psiquiatría.,Buena,Muy bien,Sí,Sí,9,Los kahoots y el debate que hicimos.,Cuando dábamos mucha teoría pero sé que es necesaria y no quiero que la quiten.,No lo sé.,5,5,5,1,2,3,5,5,4,5,5,4,3,4,2,1,4,5,1,4,5
INTELIGENCIA ARTIFICIAL,SENIOR,612745,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,No lo tengo claro,Buena,Muy bien,Sí,Sí,10,La parte de ética,Levantarse pronto,La hora de entrada,4,5,5,2,2,3,4,3,4,3,5,5,4,4,3,3,5,4,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,1009271,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,no se,Muy buena,Muy bien,Sí,Sí,8,Pedro de Murcia,la teoria,menos teoria y mas practica,4,4,4,1,1,3,4,4,5,2,5,5,3,3,2,3,5,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,1012271,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,medicina,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,4,5,4,5,1,5,4,5,5,1,5,5,3,1,1,4
INTELIGENCIA ARTIFICIAL,SENIOR,1107000,Chico,Bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,alguna ingenería,Me da igual,Bien,Sí,No,10,el ambiente tan respetuoso que hemos conseguido entre la clase,nada todo perfecto ya que lo que no me gusto es la teoría pero es obligatoria,El periodo de tiempos ya que estamos desde las 8 30 hasta las 11 00 para tener un patio y esto hace que no sea todo equitativo y la primera parte sea mas rollo,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,1107711,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Aun no lo se,Muy buena,Muy bien,Sí,Sí,8,Los profesores y las instalaciones,Scratch,Nada,5,4,5,2,2,3,4,3,4,2,5,5,4,4,2,4,5,4,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,1110323,Chico,Regular,10,10,Buena,Buena,Buena,Bien,No sé,No estoy seguro,Me da igual,Bien,Sí,Sí,8,"Los compañeros, profesores y los Kahoots",Los repasos de teoria,Nada,3,4,4,2,2,1,4,2,3,4,5,3,4,3,3,2,4,4,2,4,2
INTELIGENCIA ARTIFICIAL,SENIOR,1112643,Chico,Bien,9,9,Muy buena,Muy buena,Buena,Muy bien,Sí,Ingeniero de Telecomunicaciones o Aeronaútico,Muy buena,Bien,Sí,Sí,10,Python,Nada,Quizá adaptarse algo más al nivel de los alumnos pero en general todo muy bien,5,5,5,1,1,5,5,4,5,1,5,5,5,5,4,4,4,5,1,4,3
INTELIGENCIA ARTIFICIAL,SENIOR,1202663,Chico,Bien,9,9,Muy buena,Muy buena,Muy buena,Bien,Sí,Ingeniería Aeronáutica y Aeroespacial,Muy buena,Muy bien,Sí,Sí,8,el Python,scratch3,el scratch3,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,1221739,Chica,Bien,9,9,Buena,Muy buena,,Muy bien,Sí,no lo se,Buena,Bien,Sí,Sí,9,no lo se,no lo se,nada,5,5,5,4,1,4,5,4,5,5,5,5,4,4,4,4,4,4,1,4,4
INTELIGENCIA ARTIFICIAL,SENIOR,1307385,Chico,Muy bien,10,10,Buena,Buena,Buena,Muy bien,Sí,algun tema en fisica,Muy buena,Muy bien,Sí,Sí,10,python,levantarme a las 7,un poco mas tarde el curso,5,5,5,1,1,4,5,5,5,1,5,5,5,5,3,5,5,5,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,1407450,Chico,Muy bien,9,9,Muy buena,Muy buena,Regular,Regular,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,7,Las clases teóricas,Skratch,"Material, trabajo más en equipo, proyectos, más dinámico",5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,1411232,Chico,Muy bien,10,10,Muy buena,Muy buena,Regular,Muy bien,Sí,Ciberseguridad,Muy buena,Bien,Sí,Sí,10,Las practicas,La teoría,Dar mas practicas,5,5,5,1,1,5,5,4,5,1,5,5,5,5,3,5,3,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,1701657,Chico,Bien,9,9,Muy buena,Muy buena,Buena,Regular,Sí,No lo sé,Buena,Bien,Sí,Sí,8,Aprender sobre lo controlados que nos tienen las empresas,Que los ordenadores no funcionaban algunos,Hacer las clases más dinámicas,5,5,4,1,1,4,5,4,4,2,4,4,4,4,3,3,2,4,1,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,1801821,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,empresaria,Muy buena,Muy bien,Sí,Sí,10,la organización del curso y participación de los profesores,nada,A lo mejor las clases de programación podrían ser todavía más entretenidas,5,5,5,1,1,4,5,4,5,2,5,5,5,5,1,2,5,5,2,5,5
INTELIGENCIA ARTIFICIAL,SENIOR,1806485,Chico,Muy bien,8,8,Muy buena,Buena,Buena,Muy bien,Sí,ingenieria,Buena,Muy bien,Sí,Sí,8,las visitas a laboratorios,no se,no se,5,5,4,2,1,4,5,4,5,1,4,5,5,5,5,5,4,4,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2011662,Chico,Bien,10,10,Buena,Muy buena,Buena,Muy bien,Sí,Consultor o informatico.,Muy buena,Bien,Sí,Sí,10,Python,Scartch,Hacer las cosas en otro orden.,4,4,4,4,4,3,3,3,4,4,5,4,4,3,4,2,4,4,2,4,5
INTELIGENCIA ARTIFICIAL,SENIOR,2105711,Chico,Bien,10,9,Muy buena,Buena,Regular,Muy bien,No sé,No lo se,Buena,Muy bien,Sí,Sí,10,Debate de etica,Que es muy temprano el scratch y el python,"Hora de llegada, que sea una hora mas tarde por favor",4,5,4,2,1,1,4,3,4,2,5,5,4,4,2,4,3,4,2,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2203645,Chico,Bien,10,1,Muy buena,Muy buena,Muy buena,Regular,Sí,ser bioingeniería o genetista.,Muy buena,Bien,Sí,Sí,9,Lo que no tenia relación con el curso,tener que hacer tanto scratch,pues bastantes cosas pero esta bien.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2209415,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ingeniería aeroespacial,Muy buena,Muy bien,Sí,Sí,10,ética sobre el desarrollo de inteligencia artificial,la teoría pero es necesaria,más laboratorio,5,5,5,1,2,4,5,4,4,2,5,5,4,4,3,4,4,5,2,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2211155,Chico,Regular,10,10,Muy buena,Buena,Buena,Muy bien,No sé,no se,Buena,Bien,Sí,Sí,8,El material,La hora a la que empieza,La hora a la que empieza el curso,2,2,5,3,4,2,2,4,3,5,5,2,2,4,2,2,5,5,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2212056,Chica,Poco,10,6,Buena,Buena,Mala,Muy bien,No,Stockbroker,Me da igual,Muy bien,No,Sí,8,Gary if phone,Scratch y el BBVA,,4,5,3,1,3,3,2,5,5,3,3,3,2,4,2,2,3,3,2,2,3
INTELIGENCIA ARTIFICIAL,SENIOR,2306000,Chico,Muy bien,9,9,Muy buena,Regular,Buena,Muy bien,No sé,No se,Muy buena,Bien,Sí,Sí,9,Los profesores han sido majos y han explicado muy bien,Habia algunas partes un poco aburridas,Hacer mas por enetender las actividades practicas,5,4,5,2,2,5,3,3,5,2,5,4,3,4,3,3,2,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,2403768,Chico,Bien,10,10,Muy buena,Buena,Muy buena,Muy bien,No sé,nose,Buena,Muy bien,Sí,Sí,10,la teoria me ha gustado,nada,,4,5,5,1,1,3,5,4,4,1,4,5,5,5,1,5,4,4,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2404467,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Astrofísica,Muy buena,Muy bien,Sí,Sí,10,Lo que he aprendido,Los primeros ejercicios (demasiado fáciles),Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,2405749,Chico,Muy bien,8,6,Muy buena,Buena,Buena,Bien,Sí,No se,Muy buena,Bien,Sí,Sí,6,Python y algunas presentaciones y aprendizajes,"Scratch, lo repetitivo, los compañeros, el ambiente... esperaba un poco más","ordenadores rotos, la hora de entrada, profesoras a veces pasaban.",5,5,5,2,3,5,4,4,5,5,5,5,4,5,2,4,3,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2506463,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Aún no lo tengo claro,Buena,Muy bien,Sí,Sí,10,Programar con Python y debatir etica,Nada,,5,4,5,1,1,5,5,4,5,2,5,5,4,5,4,3,4,4,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,2609000,Chico,Bien,8,7,Buena,Muy buena,Regular,Bien,Sí,Al Doble Grado De Física Y Matemáticas,Muy buena,Muy bien,No,No,7,Al salir,Desde entrar hasta salir (Excepto el rato de ver el cluster de 1 TB de RAM),Un Poco Todo,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,4,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,2609571,Chico,Bien,10,10,Buena,Buena,Buena,Bien,Sí,Ingenieria,Buena,Bien,Sí,Sí,10,todo,nada,pocas cossas,4,5,3,4,5,4,4,4,4,5,3,4,3,5,4,4,4,5,4,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,2703000,Chico,Bien,9,9,Muy buena,Buena,Buena,Bien,No sé,no sé,Buena,Bien,Sí,Sí,9,python,nada,nada,4,4,4,1,3,2,2,3,4,3,4,4,4,4,2,3,4,3,2,2,3
INTELIGENCIA ARTIFICIAL,SENIOR,2708000,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Algo relacionado con la ciencia,Muy buena,Muy bien,Sí,Sí,10,El material,El horario,"De que hora a que hora va el patio ( misma duración, diferente hora)",5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,5,5,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2807679,Chico,Bien,10,10,Muy buena,Buena,Muy buena,Bien,Sí,A una ingeniería,Muy buena,Muy bien,Sí,Sí,9,Los profesores y el buen rollo que había en clase a la hora de hacer ejercicios,"Nada ha sido malo, todo ha estado bien",nada,5,5,5,1,1,5,5,4,5,3,5,5,5,5,4,3,3,5,1,4,5
INTELIGENCIA ARTIFICIAL,SENIOR,2903306,Chica,Muy bien,10,10,Muy buena,Muy buena,Buena,Muy bien,Sí,Ni idea,Buena,Muy bien,Sí,Sí,9,La ética y python,Lo d scratch es muy repetitivo,Hora de entrada,5,5,5,2,2,3,5,4,4,2,4,5,5,5,2,5,3,5,2,1,4
INTELIGENCIA ARTIFICIAL,SENIOR,2910575,Chico,Regular,10,10,Muy buena,Buena,Buena,Muy bien,Sí,esquilador de ovejas,Buena,Muy bien,Sí,Sí,10,python,la teoría,no lo se,4,4,4,2,2,3,2,2,4,2,5,4,3,4,3,3,4,3,4,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,3003609,Chico,Bien,8,8,Muy buena,Muy buena,Mala,Bien,No,No lo tengo claro,Buena,Muy bien,Sí,Sí,7,Aprender lo básico con pyzon,nada,,3,3,4,2,3,3,3,4,4,1,4,4,3,3,3,3,3,4,2,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,3011691,Chica,Muy bien,9,9,Buena,Buena,Muy buena,Bien,Sí,"algo relacionado con matematicas, fisica o biomecanica",Buena,Muy bien,Sí,No,9,python,el principio de scratch,hacer las clases teoricas mas dinamicas,4,5,4,1,1,3,5,5,4,1,3,3,4,4,1,4,3,4,1,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,3105101,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,Algo relacionado con las Matemáticas,Muy buena,Muy bien,Sí,Sí,9,Todo lo que nos han enseñado sobre progamacion,"La teoria que dimos al principio de las primeras clases, aunque entiendo que es importante saberlo",Enseñar más Python. En mi opinión es más útil y muchos de nosotros ya sabemos Scratch.,5,5,4,1,1,3,4,4,4,2,5,5,5,4,2,3,4,5,1,2,3
MINECRAFT,JUNIOR,22500,Chico,Muy bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,Piloto De F1,Buena,Muy bien,Sí,Sí,10,Jugar,Ser Baneado,Nada,4,3,4,2,3,2,3,4,3,3,5,4,3,4,2,3,5,5,2,2,5
MINECRAFT,JUNIOR,107000,Chico,Bien,8,8,No asistí,No asistí,Buena,Muy bien,No,no lo se,Mala,Bien,Sí,Sí,9,el pvp,redstone,que la silla es muy baja y me duele la espalda,1,2,1,5,5,1,1,1,1,5,3,1,1,1,5,1,4,3,5,5,2
MINECRAFT,JUNIOR,109000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no sé,Buena,Muy bien,Sí,Sí,10,Conocer nuevas cosas y gente,no se me ocurre nada,no sé,4,2,4,2,4,2,2,4,4,4,4,5,2,2,4,2,4,4,2,4,4
MINECRAFT,JUNIOR,140719,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no lo se,Buena,Muy bien,Sí,Sí,10,el minecraft,lo que no es minecraft,no creo,5,3,5,1,3,5,4,5,5,1,5,5,5,5,5,4,5,5,1,5,5
MINECRAFT,JUNIOR,202000,Chica,Muy bien,10,10,Muy buena,Muy buena,Mala,Muy bien,No sé,jugadora de baloncesto,Me da igual,Bien,Sí,Sí,10,EL PVP,nada,nada,3,1,4,2,1,1,1,3,2,4,2,1,1,1,1,1,3,1,2,2,3
MINECRAFT,JUNIOR,202905,Chico,Muy bien,9,9,No asistí,No asistí,Muy buena,Muy bien,Sí,informatico,Buena,Muy bien,Sí,Sí,10,lo de los circuitos de redstone,nada todo me ha parecido muy bien,no lo se yo lo he visto muy bien,4,4,5,1,1,5,4,4,5,2,5,3,4,5,3,4,4,5,1,4,4
MINECRAFT,JUNIOR,207323,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No,Ingeniero informatico,Me da igual,Bien,Sí,Sí,10,PVP,Actividad crafteos,nada :),1,1,4,1,1,1,1,1,1,1,3,1,1,1,4,1,4,1,5,1,3
MINECRAFT,JUNIOR,234000,Chico,Muy bien,6,10,No asistí,No asistí,Muy buena,Bien,No,gamer,Muy buena,Regular,Sí,Sí,8,minecraft,el recreo,no,5,1,5,3,5,1,1,1,1,5,5,1,1,5,5,1,5,5,5,5,5
MINECRAFT,JUNIOR,304000,Chico,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,no lo se,Buena,Muy bien,Sí,Sí,10,todo,casi nada,no se,5,3,3,1,1,2,1,1,3,3,3,1,3,3,3,3,3,3,1,3,3
MINECRAFT,JUNIOR,409000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,a ingeniero de caminos,Muy buena,Muy bien,Sí,Sí,10,aprender redstone,levantarse pronto,me gustaría que empiece la clase a las 9:00,3,3,5,1,5,3,3,5,5,1,5,5,5,3,1,1,5,5,1,1,5
MINECRAFT,JUNIOR,608000,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No,veterinaria,Muy buena,Muy bien,Sí,No,9,las pruebas de minecraft,los compañeros machistas,enseñar mas comandos,5,2,5,1,2,4,3,5,5,1,5,5,3,5,1,3,5,5,1,1,3
MINECRAFT,JUNIOR,710000,Chico,Muy bien,8,8,No asistí,No asistí,Buena,Muy bien,No sé,no se,Buena,Bien,Sí,Sí,10,todo,nada,nada,4,4,3,1,2,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,3
MINECRAFT,JUNIOR,808000,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,Ingeniero de preventa,Me da igual,Muy bien,Sí,Sí,10,Sky wars,No hay nada malo,Nada,4,4,5,1,3,3,4,4,4,2,5,4,3,5,2,3,5,5,2,2,4
MINECRAFT,JUNIOR,1003000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,aventurero,Muy buena,Bien,Sí,Sí,10,aprender,nada,todo esta bien así,5,3,5,1,2,5,3,3,5,1,5,4,3,5,2,4,5,5,1,2,5
MINECRAFT,JUNIOR,1102000,Chico,Poco,8,10,No asistí,No asistí,Regular,Muy bien,Sí,No sé,Muy buena,Muy bien,Sí,Sí,10,La redstone,Que no hemos hecho muchas cosas de redstone,Hacer más cosas de redstone,5,5,5,1,1,5,5,3,5,1,5,5,5,5,3,5,4,5,1,4,5
MINECRAFT,JUNIOR,1103750,Chico,Muy bien,10,10,No asistí,No asistí,Regular,Muy bien,Sí,Programador,Me da igual,Muy bien,Sí,Sí,9,Crear un server,La charla,El minecraft,3,2,4,1,2,1,2,3,2,2,4,2,2,2,3,2,3,4,3,2,2
MINECRAFT,JUNIOR,1112000,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,diseño 3D,Buena,Bien,Sí,Sí,10,todo,nada,nada,4,4,4,1,2,3,3,4,4,2,4,4,3,4,2,4,4,4,1,1,4
MINECRAFT,JUNIOR,1304000,Chico,Regular,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no se,Me da igual,Muy bien,Sí,Sí,10,tener ordenadores para las actividades,bajar al recreo,no,5,5,5,1,1,3,4,5,5,1,5,5,5,5,4,5,3,5,1,5,5
MINECRAFT,JUNIOR,1310644,Chico,Bien,10,10,No asistí,No asistí,Regular,Muy bien,No sé,no se,Buena,Muy bien,Sí,Sí,10,crear el servidor,nada,nada,3,3,4,1,3,4,3,4,4,3,4,4,3,4,2,3,4,4,2,2,3
MINECRAFT,JUNIOR,1405000,Chico,Muy bien,10,10,No asistí,No asistí,Mala,Muy bien,No sé,depportista de elite,Muy buena,Muy bien,Sí,Sí,10,los compañeros,nada,nada es todo fabuloso,5,5,5,1,2,2,5,4,5,1,5,4,4,4,4,5,5,4,2,4,5
MINECRAFT,JUNIOR,1407847,Chico,Bien,10,8,No asistí,No asistí,Buena,Muy bien,Sí,ingeniería informática,Buena,Bien,Sí,Sí,9,crear un servidor y una skin propia,nada,nada,4,4,4,2,2,3,4,3,4,1,5,5,4,5,1,4,3,2,2,2,4
MINECRAFT,JUNIOR,1407920,Chico,Bien,9,8,Muy buena,No asistí,Buena,Muy bien,No sé,no lo sé,Buena,Bien,Sí,Sí,10,"No se, me ha parecido todo muy bien",nada,nada,3,4,4,2,2,3,4,3,3,3,4,4,4,3,3,4,4,4,2,3,4
MINECRAFT,JUNIOR,1411000,Chico,Muy bien,10,10,Muy buena,No asistí,,Bien,No sé,no se,Me da igual,Muy bien,Sí,Sí,7,jugar,nada,no,1,1,3,1,5,2,1,2,4,5,5,3,1,5,3,1,3,5,5,3,5
MINECRAFT,JUNIOR,1504000,Chico,Muy bien,9,10,No asistí,No asistí,Muy buena,Muy bien,No sé,INDEFINIDO,Buena,Muy bien,Sí,Sí,8,MAINCRA,EL RECREO A LAS 10,PONER EL PRIMER RECREO UN POCO MAS TARDE COMO A LAS 11,3,3,5,1,3,3,2,5,4,1,5,3,2,4,1,1,4,5,3,1,3
MINECRAFT,JUNIOR,1507000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,arquitecto,Me da igual,Bien,Sí,Sí,10,minecraft,nada,nada,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
MINECRAFT,JUNIOR,1606000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,ingeniero agricola o banquero,Muy buena,Bien,Sí,Sí,10,minecraft,nada,no,5,5,5,1,1,3,5,4,5,5,5,5,5,5,4,5,5,5,1,5,5
MINECRAFT,JUNIOR,1607000,Chico,Bien,9,9,No asistí,No asistí,Buena,Muy bien,Sí,Ingeniería aeroespacial/informática,Muy buena,Bien,Sí,Sí,9,construir nuestra propia casa,no haber hecho cosa técnicas en profundidad,nada,5,5,5,1,1,4,5,5,5,1,5,4,5,5,1,4,3,5,1,1,5
MINECRAFT,JUNIOR,1702000,Chico,Bien,8,9,Mala,Mala,Mala,Bien,No,noze,Mala,Bien,Sí,Sí,10,el minecraft,la charla del los otros profesorres,esta bien n,1,1,1,3,3,1,3,2,4,4,1,1,4,4,3,2,2,4,5,4,1
MINECRAFT,JUNIOR,1709000,Chica,Muy bien,10,10,Buena,No asistí,Regular,Muy bien,No,a ser cantante o profe de primaria,Buena,Muy bien,Sí,Sí,7,que me gusta mucho minecraft y ahora se masb,que algunos compañeros son MUY insoportables y algunos tontos,no estais bien asi :),4,2,5,1,3,4,2,5,5,5,5,5,1,5,1,1,5,5,1,1,3
MINECRAFT,JUNIOR,1809000,Chico,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,cientifico,Buena,Muy bien,Sí,Sí,10,pvp skywars,actividad de los crafteos,lo que duran las actividades,4,4,4,3,4,1,3,1,2,4,5,4,2,3,2,3,3,3,2,4,3
MINECRAFT,JUNIOR,1810000,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Matemático,Muy buena,Muy bien,Sí,Sí,10,Las construcciones y actividades.,(),(),5,5,5,1,1,2,5,4,5,1,5,5,5,5,2,5,5,5,1,2,5
MINECRAFT,JUNIOR,1909000,Chico,Bien,8,9,Buena,Buena,Buena,Muy bien,Sí,programador de videojuegos,Buena,Bien,Sí,Sí,10,los juegos y pvps de minecraft,nada :),enseñar mas cosas como curiosidades o datos curiosos,3,3,4,4,3,4,4,2,1,3,5,4,3,3,5,4,5,3,4,5,5
MINECRAFT,JUNIOR,1909000,Chico,Regular,10,10,No asistí,No asistí,Buena,Muy bien,No,deportista,Buena,Bien,Sí,Sí,10,amigos y diversión,nada,nada,3,1,5,3,5,1,1,3,1,5,5,1,1,1,5,1,5,4,5,1,5
MINECRAFT,JUNIOR,2111000,Chica,Muy bien,10,10,No asistí,No asistí,Mala,Muy bien,No sé,profesora,Buena,Bien,Sí,Sí,9,que puedo jugar al minecraft mucho tiempo,que hay niños muy tontos,que no metan a niños que fastidien,4,2,3,1,4,5,2,3,3,2,5,4,3,4,3,2,5,5,2,3,5
MINECRAFT,JUNIOR,2203000,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no se,Buena,Muy bien,Sí,Sí,9,los juegos,las batallas,nada,5,5,5,1,2,4,4,5,4,1,5,5,4,5,1,4,5,5,1,1,5
MINECRAFT,JUNIOR,2206000,Chico,Regular,10,10,No asistí,No asistí,Buena,Muy bien,No sé,Ni idea,Buena,Bien,Sí,Sí,10,"Construcción de banco, hospital y comisaría",Nada,"No es necesario, seguid así.",4,3,4,3,2,3,4,3,5,2,3,5,3,3,3,4,4,4,2,5,4
MINECRAFT,JUNIOR,2208000,Chico,Regular,8,9,No asistí,No asistí,Mala,Bien,No sé,Ya lo he dicho abajo,Me da igual,Muy bien,Sí,Sí,8,Casi todo,TENER QUE JUGAR EN UNA VERSIÓN ANTIGUA,Nada,1,3,5,3,5,1,5,3,1,5,5,3,1,3,5,1,3,3,5,5,3
MINECRAFT,JUNIOR,2209000,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,A una carrera de ciencias,Muy buena,Muy bien,Sí,Sí,10,Lo que he aprendido,Todo me ha gustado,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,5,5,1,1,5
MINECRAFT,JUNIOR,2212000,Chico,Muy bien,9,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Ingeniería aeronaútica y programación.,Muy buena,Muy bien,Sí,Sí,8,El profesor de apoyo.,Los patios.,Los patios.,5,5,4,1,1,3,5,4,5,1,4,5,5,5,1,1,3,4,1,1,3
MINECRAFT,JUNIOR,2301000,Chico,Bien,7,8,No asistí,No asistí,Buena,Muy bien,Sí,matematico,Buena,Muy bien,Sí,Sí,8,minecraft con amigos,nada,conocimientos mas especificos de minecraft,4,4,5,1,2,3,3,5,4,2,5,5,4,5,2,4,5,5,1,3,5
MINECRAFT,JUNIOR,2306000,Chico,Regular,9,9,No asistí,No asistí,Buena,Muy bien,No sé,no sé,Buena,Muy bien,Sí,Sí,9,Cuando jugamos a sky wars,Aprender cosas sobre la redstone porque se me da muy mal,Que a lo mejor haya una canasta o una portería o algo así en el patio,3,3,3,2,2,2,3,2,2,2,5,4,4,2,5,3,5,4,3,5,3
MINECRAFT,JUNIOR,2505820,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,ingenieria informatica,Buena,Muy bien,Sí,Sí,10,atencion de los profesores,ordenadores,ordenadores,5,5,5,1,1,4,5,5,5,1,5,5,5,5,1,5,5,4,1,1,5
